Name,Address,Website,source_city,sub_city,state,reason
Vault Coffee,"324 Sherman Ave, Coeur d'Alene, ID 83814",http://vaultcda.com/,Spokane,coeur d'alene,WA,no_shop
Fine Brewed Cafe,"507 Sherman Ave, Coeur d'Alene, ID 83814",https://finebrewedcafe.com/,Spokane,coeur d'alene,WA,no_shop
Blvd Doughnut Co,"1515 Northwest Blvd, Coeur d'Alene, ID 83814",https://blvddoco.com/,Spokane,coeur d'alene,WA,no_coffee_keywords
Panhandle Cone & Coffee,"849 N 4th St, Coeur d'Alene, ID 83814",http://coneandcoffee.com/,Spokane,coeur d'alene,WA,no_store_page
Awaken Coffee,"5767 N Atlas Rd, Coeur d'Alene, ID 83815",http://awaken-coffee.edan.io/,Spokane,coeur d'alene,WA,no_shop
Woops! Bakeshop (Coeur d'Alene),"119 N 4th St, Coeur d'Alene, ID 83814",https://bywoops.com/locations/coeur-dalene,Spokane,coeur d'alene,WA,no_store_page
The Garnet Cafe,"3646 N Government Wy Suite H, Coeur d'Alene, ID 83815",http://garnetcafecda.com/,Spokane,coeur d'alene,WA,no_shop
Ten/6,"1705 N Government Wy Suite 101, Coeur d'Alene, ID 83815",http://www.ten6cda.com/,Spokane,coeur d'alene,WA,no_store_page
It's a Love Story | Books & Cafe,"8927 Hess St STE A, Hayden, ID 83835",https://www.itsalovestorybooks.com/,Spokane,coeur d'alene,WA,no_shop
Critters Coffee,"14650 Vernon J Baker Blvd, Rathdrum, ID 83858",http://www.critterscoffee.com/,Spokane,rathdrum,WA,no_store_page
Bean and Bubb Coffee,"15580 Vera St, Rathdrum, ID 83858",http://www.beanandbubb.com/,Spokane,rathdrum,WA,no_shop
