Name,Address,Website,source_city,sub_city,state,reason
The Blend,"1318 North River Street, Wilkes-Barre, Hilldale, PA 18705",http://www.nepablend.com/,Scranton,wilkes-barre,PA,no_coffee_keywords
Giant Coffee Mug,"180 Spring St, Wilkes-Barre, PA 18702",https://www.wnep.com/article/news/local/luzerne-county/the-story-behind-wilkes-barres-giant-coffee-cup-shop-spring-street-business/523-dbd62c64-acb0-4874-af4e-28cf19503036,Scranton,wilkes-barre,PA,no_store_page
Buzzsaw Coffee,"1307 Park Ave, Williamsport, PA 17701",https://www.buzzsawcoffee.com/,Scranton,wilkes-barre,PA,no_store_page
Taylor Roasted CoffeeHouse,"1924 Main St, Northampton, PA 18067",http://www.taylorroastedcoffeehouse.com/,Scranton,wilkes-barre,PA,no_shop
Sunny Bubble Tea,"29 Wyoming Valley Mall Rd, Wilkes-Barre Township, PA 18702",http://sunnybubbleteawilkesbarre.com/,Scranton,wilkes-barre,PA,no_store_page
Cafe Toscana,"1 Public Square, Wilkes-Barre, PA 18701",http://www.cafetoscana.net/,Scranton,wilkes-barre,PA,no_store_page
Wegmans,"220 Highland Park Blvd, Wilkes-Barre, PA 18702",https://www.wegmans.com/stores/wilkes-barre-pa/?cid=GMB_Wegmans_2024:aw:ow:gb:gb:ao::,Scranton,wilkes-barre,PA,no_store_page
The Stonehouse,"The Stonehouse, 473 Fallbrook St, Carbondale, PA 18407",https://www.thestonehousepa.com/,Scranton,carbondale,PA,no_coffee_keywords
Rostas Cafe,"1144 W 15th St, Hazleton, PA 18201",https://www.rostascafe.net/,Scranton,hazleton,PA,no_store_page
Caffe Europa,"65 Laurel Mall Dr, Hazleton, PA 18202",https://www.caffeeuropamenu.com/?utm_source=gbp,Scranton,hazleton,PA,no_store_page
Adames Dominican Restaurant,"27 E Broad St, West Hazleton, PA 18202",https://adamesbakeryrestaurantpa.com/,Scranton,hazleton,PA,no_store_page
Oaxaca Restaurant,"2 W Broad St, West Hazleton, PA 18202",http://orderoaxacarestaurant.com/,Scranton,hazleton,PA,no_coffee_keywords
Laurel Mall,"106 Laurel Mall Dr, Hazleton, PA 18202",http://www.thelaurelmall.com/,Scranton,hazleton,PA,no_coffee_keywords
Anania's Delicias,"410 E 2nd St, Hazleton, PA 18201",http://www.ananiasdeliciasllc.com/,Scranton,hazleton,PA,scrape_failed
Perkins American Food Co.,"50 PA-93, Hazleton, PA 18202",https://perkinsrestaurants.com/locations/us/pa/hazleton/50-state-route-93,Scranton,hazleton,PA,no_store_page
Boyer's Food Market Hazleton,"999 W 15th St, Hazleton, PA 18201",https://www.boyersfood.com/,Scranton,hazleton,PA,no_store_page
Best Cigar Pub,"3 Hillside Dr, Drums, PA 18222",http://www.bestcigarpub.com/,Scranton,hazleton,PA,no_store_page
Lit Coffee Roastery & Bakeshop,"26 E 3rd St, Bethlehem, PA 18015",http://lit610.com/,Scranton,hazleton,PA,no_shop
ThreeBirds Coffee House,"226 Bushkill St, Easton, PA 18042",http://www.threebirdscoffee.com/,Scranton,hazleton,PA,no_shop
The Coffee Potter,"24 Schooleys Mountain Rd, Long Valley, NJ 07853",http://tcplv.com/,Scranton,hazleton,PA,no_shop
Top of the 80's,"3 Top of the 80's Rd, Hazleton, PA 18202",http://topofthe80s.com/,Scranton,hazleton,PA,no_coffee_keywords
The Wonderstone,"222 E Drinker St, Dunmore, PA 18512",http://thewonderstone.com/,Scranton,dunmore,PA,no_store_page
Nibbles & Bits,"205 S Blakely St, Dunmore, PA 18512",http://www.nibblesbits.com/,Scranton,dunmore,PA,no_store_page
