Name,Address,Website,source_city,sub_city,state,reason
Coffee Bean Cafe,"12177 Coursey Blvd, Baton Rouge, LA 70816",http://coffeebeanbr.com/,Baton Rouge,baton rouge,LA,no_coffee_keywords
The Electric Depot,"1509 Government St, Baton Rouge, LA 70802",http://theelectricdepot.com/,Baton Rouge,baton rouge,LA,no_shop
Cedar Ota Coffee,"LA-1032, Dennis Mills, LA 70726",https://www.cedarotacoffee.com/contact,Baton Rouge,baton rouge,LA,no_coffee_keywords
BlueRabbit BakeHouse,"17301 Jefferson Hwy Suite B1, Baton Rouge, LA 70817",https://bluerabbitbakehouse.com/,Baton Rouge,baton rouge,LA,no_store_page
The Reminding Coffee & Creative House,"141 Terrabella Blvd, Covington, LA 70433",http://www.thereminding.com/,Baton Rouge,baton rouge,LA,no_store_page
Alexander's Highland Market,"18111 Highland Market Dr, Baton Rouge, LA 70810",https://www.alexandersmkt.com/,Baton Rouge,baton rouge,LA,scrape_failed
Bayou Barista LLC,"102 E Refinery St, Breaux Bridge, LA 70517",http://bayoubarista.com/,Baton Rouge,baton rouge,LA,no_shop
Pelican to Mars,"2678 Government St, Baton Rouge, LA 70806",http://www.pelicantomars.com/,Baton Rouge,baton rouge,LA,no_coffee_keywords
CR Coffee Shop,"3618 Magazine St, New Orleans, LA 70115",http://crcoffeenola.com/,Baton Rouge,baton rouge,LA,scrape_failed
Goodwood Hardware & Outdoors,"7539 Jefferson Hwy, Baton Rouge, LA 70806",http://www.goodwoodhardware.com/,Baton Rouge,baton rouge,LA,no_store_page
Mojo Coffee House,"1500 Magazine St, New Orleans, LA 70130",http://mojocoffeehouse.com/,Baton Rouge,baton rouge,LA,no_shop
Louisiana Roasting Company,"1618 Marshall St suite c, Shreveport, LA 71101",https://laroastingco.com/,Baton Rouge,central,LA,no_shop
Lab Coffee & Roasters,"429 N Western Ave #5, Los Angeles, CA 90004",https://www.labcoffee.com/,Baton Rouge,central,LA,no_store_page
Fourth Wall,"614 Gravier St, New Orleans, LA 70130",https://www.fourthwallnola.com/,Baton Rouge,central,LA,no_shop
Tamp & Grind,"828 4th St, Alexandria, LA 71301",http://www.tampandgrind.com/,Baton Rouge,central,LA,no_store_page
Acadian Coffee Roasters,"207 W 2nd St, DeRidder, LA 70634",http://www.acadiancoffee.com/,Baton Rouge,central,LA,scrape_failed
Mr Wolf Espresso,"900 Camp St Suite 1, New Orleans, LA 70130",http://mrwolf.life/,Baton Rouge,central,LA,no_coffee_keywords
Old Road Coffee,"2024 Bayou Rd, New Orleans, LA 70116",https://oldroadcoffee.com/,Baton Rouge,central,LA,no_shop
Luxe 38 Cafe & Lounge,"34130 LA-16, Denham Springs, LA 70706",http://www.luxe38.com/,Baton Rouge,denham springs,LA,no_coffee_keywords
The Whistle Stop,"180 E Railroad Ave, Denham Springs, LA 70726",http://www.thewhistlestopds.com/,Baton Rouge,denham springs,LA,no_shop
Flamjeaux Coffee Company,"317 Girod St, Mandeville, LA 70448",http://flamjeaux.com/,Baton Rouge,denham springs,LA,no_store_page
"Yummi Café Express, LLC","1000 Florida Ave SE c, Denham Springs, LA 70726",https://yummicafe.net/,Baton Rouge,denham springs,LA,no_shop
Magnolia Artisans Boutique,"202 N Range Ave Suite A, Denham Springs, LA 70726",http://www.magnoliaartisans.com/,Baton Rouge,denham springs,LA,no_store_page
Amour Cafe' & CO - Coffee & Bookstore,"40051 LA-42 Suite F, Prairieville, LA 70769",http://amourcafepville.com/,Baton Rouge,prairieville,LA,no_store_page
Ohana Sips,"17188 Airline Hwy Ste M, Prairieville, LA 70769",https://ohana-sips-nutrition.square.site/,Baton Rouge,prairieville,LA,no_coffee_keywords
Starlite Espresso Cafe,"514 S Burnside Ave, Gonzales, LA 70737",http://www.starliteespressocafe.com/,Baton Rouge,gonzales,LA,no_store_page
Crepe'resso,"14601 Airline Hwy #105, Gonzales, LA 70737",https://www.creperesso.com/,Baton Rouge,gonzales,LA,no_store_page
Carli-Co Cafe,"1506 N Airline Hwy, Gonzales, LA 70737",https://carlico.top/,Baton Rouge,gonzales,LA,no_store_page
HEY Coffee Co.,"2606 St Louis St, New Orleans, LA 70119",http://heycoffeeco.com/,Baton Rouge,gonzales,LA,no_store_page
Haven Coffee and Cocktails,"534 N New Hampshire St, Covington, LA 70433",http://www.havencc.coffee/,Baton Rouge,gonzales,LA,no_shop
MOXIE coffee & espresso,"3101 Metairie Rd, Metairie, LA 70001",http://www.moxieespresso.com/,Baton Rouge,gonzales,LA,no_store_page
YWAM Coffee School,"9010 Florida Blvd, Walker, LA 70785",http://ywamgci.com/,Baton Rouge,walker,LA,no_shop
Court Street Cafe,"805 Court St, Port Allen, LA 70767",http://www.courtstreetcafe.com/,Baton Rouge,port allen,LA,no_store_page
