Name,Address,Website,source_city,sub_city,state,reason
Crave Cafe,"4600 W Penn Ave, Reading, PA 19608",http://www.cravecafe.net/location/,Lancaster,reading,PA,no_shop
Simply Bold Cafe | Boutique | Bookstore,"550 Penn Ave, West Reading, PA 19611",http://simplyboldcafe.com/,Lancaster,reading,PA,no_store_page
The Farmhouse Kitchen,"426 Penn Ave, West Reading, PA 19611",https://www.thefarmhouse-kitchen.com/,Lancaster,reading,PA,no_store_page
Gourmand Cafe and Catering,"945 Berkshire Blvd, Wyomissing, PA 19610",http://gourmandpa.com/,Lancaster,reading,PA,no_store_page
Fairgrounds Farmer's Market,"2934 N 5th Street Hwy, Reading, PA 19605",http://www.fairgroundsfarmersmarket.com/,Lancaster,reading,PA,no_coffee_keywords
Café de Colombia Restaurant and Bakery,"645 Penn St Suite 106, Reading, PA 19601",http://cafedecolombiarestaurant.com/,Lancaster,reading,PA,no_store_page
The Restaurant Store - Reading,"845 Woodland Rd, Wyomissing, PA 19610",https://www.therestaurantstore.com/stores/Reading,Lancaster,reading,PA,no_coffee_keywords
"Schaylor Brewing Company - Reading, PA","2390 Lancaster Pike #2373, Reading, PA 19607",https://www.schaylorbrewingcompany.com/,Lancaster,reading,PA,no_store_page
HOCAA BUBBLE TEA(Berkshire Mall),"1665 State Hill Rd, Wyomissing, PA 19610",http://hocaabubbletea.com/,Lancaster,reading,PA,no_store_page
Courtyard Cafe on Main,"349 Main St, Denver, PA 17517",https://www.courtyardcafeonmain.com/,Lancaster,reading,PA,no_shop
Pike Cafe,"930 Pike St #1944, Reading, PA 19604",http://pikecafe.com/,Lancaster,reading,PA,no_store_page
Saucony Creek Franklin Station Brewpub,"100 S 7th St, Reading, PA 19602",http://www.sauconybeer.com/,Lancaster,reading,PA,no_shop
Winnie Tea Bar,"1st Floor, 402 Penn Ave, West Reading, PA 19611",https://www.thewinnieteabar.com/,Lancaster,reading,PA,no_store_page
Taste of Crepes,"617 Penn Ave, West Reading, PA 19611",http://tasteofcrepes.com/,Lancaster,reading,PA,no_shop
FRESH Breakfast | Lunch,"614 Penn Ave, West Reading, PA 19611",https://freshbreakfastlunch.com/,Lancaster,reading,PA,no_coffee_keywords
Dundore & Heister,"1331 Penn Ave, Wyomissing, PA 19610",https://dundoreandheister.com/,Lancaster,reading,PA,no_coffee_keywords
The Barley Mow,"719 Penn Ave, West Reading, PA 19611",http://www.barleymowbeer.com/,Lancaster,reading,PA,no_shop
B2 Bistro + Bar,"701 Reading Ave, West Reading, PA 19611",https://www.b2bistro.com/west-reading.html,Lancaster,reading,PA,no_store_page
Willoughby's on Park,"305 N Park Rd, Wyomissing, PA 19610",http://www.willoughbysonpark.com/,Lancaster,reading,PA,no_coffee_keywords
Wyomissing Restaurant and Bakery,"1245 Penn Ave, Wyomissing, PA 19610",http://wyomissingrestaurantandbakery.com/,Lancaster,reading,PA,no_coffee_keywords
Brewer's Bar & Grill,"101 S 3rd Ave, West Reading, PA 19611",http://www.brewersbarandgrill.com/,Lancaster,reading,PA,no_store_page
Klingers at the Airport,"2385 Bernville Rd, Reading, PA 19605",http://www.klingerspubs.com/klingers-at-the-airport,Lancaster,reading,PA,no_coffee_keywords
Andy Pepper's,"820 Limekiln Rd, Limekiln, PA 19535",http://www.andypeppers.com/,Lancaster,reading,PA,no_coffee_keywords
Shirley's Cafe & Tequila Bar,"1615 Duke St, Laureldale, PA 19605",http://www.shirleystequilabar.com/#!contact-us/c2q4,Lancaster,reading,PA,no_store_page
Isaac's Craft Kitchen & Brewery - Wyomissing,"94 Commerce Dr, Wyomissing, PA 19610",https://www.isaacsrestaurants.com/,Lancaster,reading,PA,no_store_page
Panera Bread,"4395 Perkiomen Ave, Reading, PA 19606",https://www.panerabread.com/en-us/cafe/locations/pa/reading/4395-perkiomen-ave?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=601684&utm_content=main,Lancaster,reading,PA,no_store_page
Liberty Ale House,"1501 Lancaster Ave, Reading, PA 19607",https://www.thelibertytaproom.com/,Lancaster,reading,PA,no_coffee_keywords
Calvary Roasters,"910 Park St, Lebanon, OR 97355",https://www.calvaryroasters.com/,Lancaster,lebanon,PA,wrong_region
Split Bean Roasting Co.,"1050 Hamilton Station Blvd Suite 103, Lebanon, TN 37087",https://www.splitbeanroasting.com/,Lancaster,lebanon,PA,wrong_region
Lebanon Coffee House,"110A E Main St, Lebanon, TN 37087",http://lebanoncoffeehouse.com/,Lancaster,lebanon,PA,wrong_region
City Watch Coffee Lebanon,"1501 E Cumberland St Suite 5, Lebanon, PA 17042",http://www.citywatchcoffee.com/,Lancaster,lebanon,PA,no_store_page
The Clay House Cafe,"720 Quentin Rd #3, Lebanon, PA 17042",http://www.theclayhousecafe.com/,Lancaster,lebanon,PA,no_store_page
La Coffeeteria,"45 S 8th St, Lebanon, PA 17042",https://www.instagram.com/la_coffeeteria_pa?igsh=MW9va3duaXJ3MGVpbQ==&utm_source=qr,Lancaster,lebanon,PA,no_shop
Iron Star Roasting Company,"1200 Lebanon Rd, West Mifflin, PA 15122",https://store.ironstarroasting.com/,Lancaster,lebanon,PA,no_shop
Timeless Café,"18 S 8th St, Lebanon, PA 17042",http://www.thetimelesscafe.com/,Lancaster,lebanon,PA,no_store_page
Whirling Dervish Bakery & Coffee Shop,"50 W Main St Side Door, Annville, PA 17003",http://www.whirlingdervishbakery.com/,Lancaster,lebanon,PA,no_store_page
Patches Family Creamery,"201 Fonderwhite Rd, Lebanon, PA 17042",http://www.patchesfamilycreamery.com/,Lancaster,lebanon,PA,no_coffee_keywords
Dave's Country Store,"241 Freeport Rd, Lebanon, PA 17046",https://m.facebook.com/davescountrystore,Lancaster,lebanon,PA,no_coffee_keywords
Newtown Specialty Coffee Roasters,Mina، Lebanon,http://www.newtowncoffee.com/,Lancaster,lebanon,PA,no_shop
Zig's Bakery & Cafe,"800 E Newport Rd, Lititz, PA 17543",http://zigsbakery.com/,Lancaster,lebanon,PA,no_shop
Slate Cafe,"43 E Main St, Lititz, PA 17543",http://slatelititz.com/,Lancaster,lebanon,PA,no_shop
Cafe 58,"58 W Main Ave, Myerstown, PA 17067",http://www.cafe58.net/,Lancaster,lebanon,PA,no_coffee_keywords
Snitz Creek Brewery,"7 N 9th St, Lebanon, PA 17046",http://www.snitzcreekbrewery.com/,Lancaster,lebanon,PA,no_store_page
Heisey's Diner,"1740 PA-72, Lebanon, PA 17046",http://heiseysdinerpa.com/,Lancaster,lebanon,PA,scrape_failed
Quentin Haus,"PA-72, Lebanon, PA 17042",https://quentin-haus.site/,Lancaster,lebanon,PA,no_coffee_keywords
Uptown Coffee,"723 Washington Rd, Mount Lebanon Township, PA 15228",https://uptowncoffeepgh.com/,Lancaster,lebanon,PA,no_shop
DiNunzio's Authentic Italian Hoagie,"718 Poplar St, Lebanon, PA 17042",http://www.dinunzioshoagie.com/,Lancaster,lebanon,PA,no_coffee_keywords
Cedar Grill,"1800 E Cumberland St, Lebanon, PA 17042",https://cedargrill.shop/,Lancaster,lebanon,PA,scrape_failed
Dosie Dough,"45 S Broad St, Lititz, PA 17543",http://dosiedough.com/,Lancaster,lebanon,PA,no_store_page
Visit Lebanon Valley,"115 Springwood Dr Suite 500, Lebanon, PA 17042",http://visitlebanonvalley.com/,Lancaster,lebanon,PA,no_store_page
Blue Bird Inn,"2387 Cornwall Rd, Lebanon, PA 17042",http://www.bluebirdinn.com/,Lancaster,lebanon,PA,no_coffee_keywords
Quentin Tavern,"81 W Main St, Lebanon, PA 17042",http://www.quentintavern.com/,Lancaster,lebanon,PA,no_coffee_keywords
Tony’s Mining Company Restaurant,"211 Rexmont Rd, Lebanon, PA 17042",http://tonysminingcompany.com/,Lancaster,lebanon,PA,no_coffee_keywords
Humane Society of Lebanon County Thrift Shop,"129 Cumberland St, Lebanon, PA 17042",https://lebanonhumane.org/thrift-shop/,Lancaster,lebanon,PA,no_coffee_keywords
Risser Marvel Farm Market,"2425 Horseshoe Pike, Palmyra, PA 17078",http://rissermarvel.com/,Lancaster,lebanon,PA,no_coffee_keywords
Seltzer's Smokehouse Meats Store,"209 N Railroad St, Palmyra, PA 17078",https://seltzersoutletstore.com/,Lancaster,lebanon,PA,no_store_page
Lisa's Cafe,"600 E Main St, Palmyra, PA 17078",https://lisascafe2.com/,Lancaster,lebanon,PA,no_store_page
Fox Crest Farm,"1000 Bomgardner Ln, Annville, PA 17003",https://www.foxcrestfarm.com/,Lancaster,lebanon,PA,no_coffee_keywords
Element by Bodega,"124 E Main St, Ephrata, PA 17522",http://www.elementbybodega.com/,Lancaster,ephrata,PA,no_store_page
The Floral Cup Coffee Shop,"170 Cocalico Creek Rd, Ephrata, PA 17522",https://www.farmsteadflowers.com/,Lancaster,ephrata,PA,no_coffee_keywords
Stonehouse Cafe,"2415 W Main St, Ephrata, PA 17522",https://stonehousecafe.net/,Lancaster,ephrata,PA,no_store_page
BrewTeks Coffee Service Technicians,"107 Zooks Mill Rd, Ephrata, PA 17522",http://www.brewteks.com/,Lancaster,ephrata,PA,no_store_page
Connections Cafe,"70 Clay School Rd, Ephrata, PA 17522",https://connectionscafe.net/,Lancaster,ephrata,PA,no_store_page
