Name,Address,Original Website,Website,source_city,sub_city,state
ARWA YEMENI COFFEE,"12301 W Parmer Ln Unit 206 Bldg 2, Cedar Park, TX 78613",http://www.arwacoffee.com/,https://www.arwacoffee.com/shop/coffee-bag/,Austin,georgetown,TX
Ashanti Thornbury,"39 Bruce St S, Thornbury, ON N0H 2P0",http://www.ashanticoffee.com/,http://www.ashanticoffee.com/collections/bags-of-coffee,Hamilton,grimsby,ON
Ashlawn Farm Coffee (the cafe),"455 Boston Post Rd #1, Old Saybrook, CT 06475",http://farmcoffee.com/,http://farmcoffee.com/product-category/coffee/,Hartford,Hartford,CT
Asmara Coffee House,"700 York St, London, ON N5W 2S8",https://asmaracoffeehouse.com/,https://asmaracoffeehouse.com/product/ethiopian-yirgacheffe-coffee-beans/1?cs=true&cst=custom,London,London,ON
ASPECT Roaster & Cafe,"270 Bronte St N, Milton, ON L9T 2N9",http://www.aspectroaster.com/,https://www.aspectroaster.com/shop,London,London,ON
Aspen Coffee Roasters - Roastery,"9951 76 Ave NW, Edmonton, AB T6E 1K8",https://www.aspencoffeeroasters.com/,https://www.aspencoffeeroasters.com/new-products,Edmonton,edmonton,AB
Atlanta Coffee Roasters,"2205 Lavista Rd, Atlanta, GA 30329",http://www.atlantacoffeeroasters.com/,https://atlantacoffeeroasters.com/single-origin-c45708300,Atlanta,Atlanta,GA
Austin Roasting Company,"962 State Hwy 71 Bldg 3, Bastrop, TX 78602",http://www.austinroastingcompany.com/,http://www.austinroastingcompany.com/pages/coffee,Austin,austin,TX
Back Road Coffee Roasters,"133 Queen St E, Mississauga, ON L5G 1N1",http://www.backroadcoffee.ca/,http://www.backroadcoffee.ca/collections/coffee-beans,Hamilton,hamilton,ON
Backlot Coffee,"3982 N Avondale Ave, Chicago, IL 60641",http://backlotcoffee.com/,http://backlotcoffee.com/collections/coffee,Chicago,Chicago,IL
Baden Coffee Company,"1427 Gingerich Rd, Baden, ON N3A 4J3",http://badencoffee.com/,http://badencoffee.com/products/kopi-luwak,Hamilton,hamilton,ON
Balzac's Coffee Roasters,"223 King St, Niagara-on-the-Lake, ON L0S 1J0",https://shop.balzacs.com/pages/niagara-on-the-lake,https://shop.balzacs.com/collections/all-coffee,Hamilton,grimsby,ON
Balzac's Guelph,"5 Gordon St #100, Guelph, ON N1H 4G8",https://shop.balzacs.com/pages/guelph,https://shop.balzacs.com/collections/all-coffee,London,London,ON
Banff Roasting Company,"141 Eagle Cres, Banff, AB T1L 1C6",http://www.banffroastingcompany.com/,http://www.banffroastingcompany.com/collections/all,Edmonton,st. albert,AB
Barbarossa Coffee Roasters,"9166 Farm to Market 2920 Suite 100, Tomball, TX 77375",http://www.barbarossacoffee.com/,https://barbarossacoffee.com/product-category/coffee/,Austin,pflugerville,TX
Barocco Coffee Company,"1020 Meyerside Dr #4, Mississauga, ON L5T 1K7",http://www.baroccocoffee.com/,http://www.baroccocoffee.com/collections/whole-bean-coffee,Hamilton,stoney creek,ON
Baronet Coffee Inc,"701 Marshall Phelps Rd, Windsor, CT 06095",https://www.baronetcoffee.com/,https://baronetcoffee.com/shop/,Hartford,Hartford,CT
Barrington Coffee Roasting Company,"165 Quarry Hill Rd, Lee, MA 01238",http://www.barringtoncoffee.com/,https://barringtoncoffee.com/product-category/all-coffees/,Syracuse,liverpool,NY
Bayt Al mocha Mocha House,"327 W Cardinal Blvd, Louisville, KY 40208",https://baytalmocha.com/,https://baytalmocha.com/menu/retail-items,Louisville,Louisville,KY
BCBC COFFEE ROASTERS,"2823 N Lincoln Ave, Chicago, IL 60657",http://bcbccoffeeroasters.com/,https://bcbccoffeeroasters.com/shop/,Chicago,Evanston,IL
Beans and Brews,"16 Kirwin Dr, Ingersoll, ON N5C 3M3",https://beans-and-brews.square.site/,https://beans-and-brews.square.site/s/shop,London,London,ON
Beanstock Coffee Roasters,"165 Holmes Rd, Eastham, MA 02642",http://beanstockcoffee.com/,http://beanstockcoffee.com/collections/coffee,Syracuse,liverpool,NY
Beanz nâ€™ Cream,"631 US-17, San Mateo, FL 32187",http://www.beanzncream.com/,https://gnuxcb-um.myshopify.com/,Jacksonville,Jacksonville,FL
Bear Mountain Coffee Roasters,"100 Bucks Hollow Rd, Mahopac, NY 10541",https://www.bearmountaincoffeeroasters.com/,https://www.bearmountaincoffeeroasters.com/shop-all,Rochester,Rochester,NY
Belching Barista,"13 Alice St, Waterford, ON N0E 1Y0",http://belchingbarista.com/,http://belchingbarista.com/collections/freshly-roasted-coffee-offerings,London,London,ON
Bellwood Coffee - East Atlanta Village,"1336 Glenwood Ave SE, Atlanta, GA 30316",http://bellwoodcoffee.com/,http://bellwoodcoffee.com/collections/coffee,Atlanta,Atlanta,GA
Belux Coffee Roasters,"5430 McGinnis Ferry Rd #101B, Alpharetta, GA 30005",http://www.beluxcoffee.com/,https://www.beluxcoffee.com/shop,Atlanta,Atlanta,GA
Belux Coffee Roswell,"1055 Alpharetta St Ste 1800, Roswell, GA 30075",http://www.beluxcoffee.com/,https://www.beluxcoffee.com/shop,Chicago,Evanston,IL
Big Bend Coffee Roasters,"510 W San Antonio St, Marfa, TX 79843",http://bigbendcoffeeroasters.com/,http://bigbendcoffeeroasters.com/shop,Austin,buda,TX
Big Shoulders Coffee,"213 W Lake St, Chicago, IL 60606",http://www.bigshoulderscoffee.com/,http://www.bigshoulderscoffee.com/collections/coffee,Chicago,Chicago,IL
Big Turkey Foot Coffee,"1738 Moseley St Suite A, Owensboro, KY 42303",http://www.bigturkeyfoot.com/,http://www.bigturkeyfoot.com/store,Louisville,Louisville,KY
BIGGBY COFFEE,"1263 Mt Eden Rd, Shelbyville, KY 40065",https://biggby.com/,https://store.bhappylounge.com/,Louisville,Louisville,KY
Birdhouse Coffee,"765 Sullivan Ave, South Windsor, CT 06074",http://birdhousecoffee.com/,https://www.birdhousecoffee.com/coffee/,Hartford,Hartford,CT
Bitty & Beau's Coffee,"1965 San Marco Blvd, Jacksonville, FL 32207",https://www.bittyandbeauscoffee.com/location/jacksonville/?utm_source=google&utm_medium=organic&utm_campaign=businessprofile,https://www.bittyandbeauscoffee.com/product-category/coffee/,Jacksonville,Jacksonville,FL
Black Cat Coffee,"3355 Foley Rd, Titusville, FL 32780",http://blackcatcoffee.net/,https://www.blackcatcoffee.net/shop,Jacksonville,Jacksonville,FL
Black Creek Coffee (Online Only - not open to the public),"45 Mill St E, Acton, ON L7J 1H1",https://blackcreekcoffee.com/,https://blackcreekcoffee.com/collections/all-coffee,Hamilton,stoney creek,ON
Black Label Coffee,"20 Lakeshore Rd E, Mississauga, ON L5G 1C8",https://blacklabelcoffee.ca/,https://blacklabelcoffee.ca/collections/all,Hamilton,dundas,ON
Black Oak Coffee Roasters,"324 Center St, Healdsburg, CA 95448",https://blackoakhealdsburg.com/,https://blackoakhealdsburg.com/collections/all-coffee,Chicago,Oak Park,IL
Black Rock Coffee Bar,"17220 Ranch to Market Rd 620, Round Rock, TX 78681",https://br.coffee/,https://br.coffee/collections/coffee,Austin,round rock,TX
Black Sheep Coffee Roasters,"64 Niagara St, Welland, ON L3C 1E3",http://blacksheepniagara.com/,http://blacksheepniagara.com/collections/best-selling-coffee,Hamilton,hamilton,ON
Blackbeard Espresso,"718 W Main St, Louisville, KY 40202",http://www.blackbeardespresso.com/,http://www.blackbeardespresso.com/online-store,Louisville,Louisville,KY
Blackwater Coffee Roasters,"3204 Polk St, Houston, TX 77003",http://www.bwcroasters.com/,http://www.bwcroasters.com/collections/coffee,Austin,georgetown,TX
Blaze Coffee Roasters,"188 Limestone Crescent, Toronto, ON M3J 2S4",http://blazecoffeeco.com/,http://blazecoffeeco.com/collections/ridiculously-fresh-coffee,Hamilton,hamilton,ON
Blue Donkey Coffee,"3280 Peachtree Rd NE #140b, Atlanta, GA 30305",https://www.bluedonkeycoffee.com/buckhead,https://www.bluedonkeycoffee.com/shop,Atlanta,Buckhead,GA
"Boarding Pass Coffee - Roastery (Milton, GA)","13695 GA-9 Suite 102, Alpharetta, GA 30004",http://www.boardingpasscoffee.com/,http://www.boardingpasscoffee.com/collections/full-selection,Atlanta,Atlanta,GA
Bold Bean Coffee Roasters - Riverside,"869 Stockton St, Jacksonville, FL 32204",https://boldbeancoffee.com/,https://boldbeancoffee.com/collections/shop-coffee,Jacksonville,Jacksonville,FL
Bold Mountain Coffee Roasters,"1178 Evans Ln, Dandridge, TN 37725",https://www.boldmountaincoffee.com/,https://boldmountaincoffee.com/small-batch-east-tennessee-fresh-roasted-mountain-coffee-smoky-mountains/shop-coffee/,Chattanooga,red bank,TN
BonLife Coffee Roasters,"1807 Keith St NW, Cleveland, TN 37311",http://www.bonlifecoffee.com/,https://beanbox.com/coffee/roaster/bonlife-coffee/76?utm_source=badge,Chattanooga,east ridge,TN
Boomtown Coffee,"242 W 19th St, Houston, TX 77008",http://www.boomtowncoffee.com/,https://www.boomtowncoffee.com/all-items?category=coffee,Austin,georgetown,TX
BrÃ¼ Coffeeworks,"3005 W Lawrence Ave, Chicago, IL 60625",http://brucoffeeworks.com/,http://brucoffeeworks.com/coffee,Chicago,Chicago,IL
Brash Coffee,"6290 Halcyon Way, Alpharetta, GA 30005",https://brashcoffee.com/,https://brashcoffee.com/collections/coffee,Atlanta,Alpharetta,GA
Brass Tacks Coffee Co.,"4352 Southside Blvd, Jacksonville, FL 32216",http://www.brasstackscoffee.com/,http://www.brasstackscoffee.com/shop-online,Jacksonville,Jacksonville,FL
Break Coffee Roasters,"3122 Hill St NW, Duluth, GA 30096",https://breakroasters.com/pages/duluth,https://breakroasters.com/collections/coffee,Chicago,Evanston,IL
Brewpoint Coffee - Founder's Cafe,"124 W Park Ave, Elmhurst, IL 60126",http://www.brewpointcoffee.com/,http://www.brewpointcoffee.com/collections/retail-coffee,Chicago,Oak Park,IL
Brillo Beans Roasting Co.,"8270 Pruett Rd, Hixson, TN 37343",https://brillobeansroasting.com/,https://www.brillobeansroasting.com/category/all-products,Chattanooga,chattanooga,TN
Buffalo Coffee Roastery,"5844 Buffalo St, Sanborn, NY 14132",http://buffalocoffeeroastery.com/,https://www.buffalocoffeeroastery.com/order-coffee/,Syracuse,syracuse,NY
Burning Oaks Coffee Company,"101 Clay Pike, Irwin, PA 15642",https://burningoaks.coffee/,https://burningoaks.coffee/collections,Chicago,Oak Park,IL
Cadence Coffee Company,"11 E 7th St, Chattanooga, TN 37402",http://cadencecoffeeco.com/,https://www.mayflycoffee.com,Chattanooga,chattanooga,TN
CafÃ© ClÃ©ment,"1438 Canton Rd, Marietta, GA 30066",http://www.cafeclement.com/,http://www.cafeclement.com/shopcoffee,Atlanta,Atlanta,GA
CafÃ© Clementina (Bakery & Roastery) Inc,"17 Benton St, Kitchener, ON N2G 1V8",http://www.cafeclementina.com/,http://www.cafeclementina.com/collections/all,London,London,ON
CafÃ© Nairobi,"2120 Dennis St, Jacksonville, FL 32204",https://cafenairobi.com/,https://cafenairobi.com/products/cafe-nairobi-cold-brew-coffee-beans,Jacksonville,Jacksonville,FL
Cafe Kubal,"401 S Salina St, Syracuse, NY 13202",https://www.cafekubal.com/,https://www.cafekubal.com/collections/shop-freshly-roasted-beans,Syracuse,syracuse,NY
Caffe Umbria,"346 N Clark St UNIT 4709, Chicago, IL 60654",http://www.caffeumbria.com/,http://www.caffeumbria.com/collections,Chicago,Chicago,IL
Caffeine Plus,"395 Wellington Rd, London, ON N6C 5Z6",https://www.caffeinepluscanada.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2993219765162035046,https://www.caffeinepluscanada.ca/coffee-pods-bags-k-cups,London,London,ON
Camper Coffee,"4 School St, Madison, CT 06443",http://www.campcoff.com/,https://www.campcoff.com/order-coffee,Hartford,Hartford,CT
Campfire Roasters: Express,"1060 Margaret Ct, Madisonville, KY 42431",https://www.campfireroasters.net/,https://www.campfireroasters.net/collections/all-coffees,Louisville,Louisville,KY
Candid Coffee Roasters,"6752 75 Street NW, Edmonton, AB T6E 6T9",http://candidcoffeeroasters.ca/,http://candidcoffeeroasters.ca/collections/coffee,Edmonton,edmonton,AB
Candlewood Coffee,"Lower Building, 7 Del Mar Dr, Brookfield, CT 06804",http://candlewoodcoffee.com/,http://candlewoodcoffee.com/products/deep-waters-dark-roast-100-arabica-whole-bean-coffee,Hartford,Hartford,CT
Canopy Coffee Roasters,"3173 NY-14A, Penn Yan, NY 14527",http://canopycoffeeroasters.com/,https://canopycoffeeroasters.com/shop-2/,Syracuse,liverpool,NY
Cavan Coffee,"1467 Gordon St S, Guelph, ON N1G 0B6",https://www.cavan.coffee/,https://www.cavan.coffee/coffee/one,Hamilton,hamilton,ON
CBC Roasters,"541 W Golf Rd, Arlington Heights, IL 60005",https://www.cbcroasters.com/,https://www.cbcroasters.com/our-coffees/,Chicago,Chicago,IL
Centurion Coffee,"1027 Gordon St Suite 10, Guelph, ON N1G 4X1",http://www.centurioncoffee.ca/,https://www.centurioncoffee.ca/product-category/coffee/,London,London,ON
Ceramic Coffee Roasters,"N Bernard St, Chicago, IL 60625",https://ceramiccoffee.co/,https://ceramiccoffee.co/collections/beans,Chicago,Chicago,IL
"Cheshire Coffee - Waterbury, CT","3670 E Main St, Waterbury, CT 06705",http://cheshirecoffee.com/,https://order.toasttab.com/online/cheshire-coffee,Hartford,Hartford,CT
Chicago French Press at Roosevelt Collection,"1021 S Delano Ct, Chicago, IL 60605",https://chicagofrenchpress.com/,https://chicagofrenchpress.com/collections/premium-blends,Chicago,Chicago,IL
ChocoLatÃ© Coffee,"2094 N Decatur Rd, Decatur, GA 30033",http://www.mychocolatecoffee.com/,https://www.shopmychocolatecoffee.com/,Atlanta,Decatur,GA
Chrome Yellow,"501 Edgewood Ave SE, Atlanta, GA 30312",https://chrome-yellow.com/,https://chrome-yellow.com/collections/coffee,Atlanta,Atlanta,GA
Chronicle Coffee Roasters,"6703 30 St SE, Calgary, AB T2C 1N6",http://www.chroniclecoffee.ca/,https://qlabcoffee.ca/product-category/chronicle/,Edmonton,st. albert,AB
Cips Coffee Roasters,"2780 W Village Dr Suite B, Suwanee, GA 30024",http://www.cipscoffeeroasters.com/,https://cipscoffeeroasters.com/buy-coffee/,Atlanta,Alpharetta,GA
Citrus Coffee,"141 N Hwy 27, Clermont, FL 34711",https://citruscoffee.com/,https://order.citruscoffee.com/s/shop,Jacksonville,Jacksonville,FL
Clancy Brothers Coffee Roasters,"19931 Wolf Rd, Mokena, IL 60448",http://www.clancybroscoffee.com/,https://www.clancybroscoffee.com/shop,Chicago,Evanston,IL
Clifton Coffee Roasters,"Island Trade Pk, Bristow Broadway, Avonmouth, Bristol BS11 9FB, United Kingdom",http://www.cliftoncoffee.co.uk/,http://www.cliftoncoffee.co.uk/collections/coffee,Hartford,Hartford,CT
Coast to Coast Coffee,"130 Cawthra Ave Unit 103, Toronto, ON M6N 3C2",http://www.coasttocoastcoffee.ca/,http://www.coasttocoastcoffee.ca/coffees.html,Hamilton,hamilton,ON
Coastal Coffee,"86252 Kintail Line, Goderich, ON N7A 3X9",http://www.coastalcoffeecompany.ca/,https://coastalcoffeecompany.ca/shop/,London,London,ON
COF& Specialty Coffee Shop,"1600 Kennesaw Due West Rd NW #307, Kennesaw, GA 30152",https://colcofy.com/,https://colcofy.com/collections/shop,Atlanta,Marietta,GA
Coffee & Stone,"54 Webster St, North Tonawanda, NY 14120",https://www.coffeeandstone.com/,https://www.toasttab.com/coffee-and-stone-54-webster-street,Rochester,Rochester,NY
Coffee Lab & Roasters,"2823 N Lincoln Ave, Chicago, IL 60657",http://coffeelablakeview.com/,https://www.bcbccoffeeroasters.com/shop,Chicago,Chicago,IL
Coffee Latitudes Cafe & Roastery,"6431 E County Line Rd #110, Tampa, FL 33647",http://www.coffeelatitudes.com/,http://www.coffeelatitudes.com/s/shop,Jacksonville,Jacksonville,FL
Coffee Project New York | Fort Greene,"78 Rockwell Pl, Brooklyn, NY 11217",https://coffeeprojectny.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_bk,https://coffeeprojectnyshop.square.site/shop-coffee,Rochester,Rochester,NY
Coffee Stiles,"221 Woodlawn Rd W, Guelph, ON N1H 8P4",http://www.coffeestiles.com/,http://www.coffeestiles.com/collections/coffee-1,London,London,ON
Coffee Street,"33 Alderney Dr Unit -150, Dartmouth, NS B2Y 2N4",http://coffeestreet.ca/,https://coffee-street.square.site,Halifax,Halifax,NS
Coffee That Matters by Phoenix Roasters,"2640 Old Peachtree Rd NW C, Duluth, GA 30097",https://phoenixroasters.coffee/pages/where-to-find-us,https://phoenixroasters.coffee/collections/coffee,Atlanta,Atlanta,GA
Coffee Tree Roastery,"2412 Bloor St W, Toronto, ON M6S 1P9",https://www.coffeetree.ca/,https://www.coffeetree.ca/collections/dark-roast-coffee-beans,Hamilton,stoney creek,ON
Coffeecology,"346 Dundurn St S, Hamilton, ON L8P 4L6",http://www.coffeecology.ca/,http://www.coffeecology.ca/collections/best-sellers,Hamilton,hamilton,ON
Coffeed,"3420 Rebecca St, Oakville, ON L6L 6W2",http://coffeed.ca/,http://coffeed.ca/collections/frontpage,Hamilton,hamilton,ON
Colectivo Coffee Lincoln Park,"2530 N Clark St, Chicago, IL 60614",https://colectivo.com/pages/lincoln-park,https://colectivo.com/collections/coffee,Chicago,Chicago,IL
Commonwealth Coffee,"478 Richmond St, London, ON N6A 3E6",http://www.commonwealthcoffee.ca/,https://478.commonwealthcoffee.ca/product/americano,London,London,ON
Commonwealth Joe Coffee Roasters,"520 12th St S Suite 150, Arlington, VA 22202",http://commonwealthjoe.com/,http://commonwealthjoe.com/pages/shop-coffee-beans,Chicago,Arlington Heights,IL
Con Leche Coffee,"181 Flat Shoals Ave SE Unit 1, Atlanta, GA 30316",https://www.conleche.com/,https://radioroasters.com/?utm_source=conleche-website,Atlanta,Atlanta,GA
Condaxis Coffee & Tea,"1805 W Beaver St, Jacksonville, FL 32209",http://www.condaxis.com/,https://www.condaxis.com/shop,Jacksonville,Jacksonville,FL
Connecticut Valley Brewing Company,"765 Sullivan Ave, South Windsor, CT 06074",http://ctvalleybrewing.com/,https://www.birdhousecoffee.com/,Hartford,Hartford,CT
Conscious Cup Coffee Roasters - Palatine,"137 W Wood St, Palatine, IL 60067",https://consciouscup.com/pages/stores/palatine,https://consciouscup.com/collections/coffee,Chicago,Schaumburg,IL
Contrabean Roasting Company,"Home based business, 71 Claremont Ave, Kitchener, ON N2M 2P5",http://contrabean.ca/,http://contrabean.ca/collections/coffee-offerings,Hamilton,ancaster,ON
Copper Horse Coffee Roasters,"2027 Slaterville Rd #1, Ithaca, NY 14850",http://www.copperhorsecoffee.com/,http://www.copperhorsecoffee.com/coffee-subscription,Syracuse,syracuse,NY
Coroco Coffee Roaster Collective,"224 S California St, Sycamore, IL 60178",https://corococoffee.com/,https://corococoffee.com/collections/all-products,Chicago,Naperville,IL
Country Road Coffee Roastery,"312318 Dereham Line, Tillsonburg, ON N4G 4G8",http://www.countryroadcoffee.com/,http://www.countryroadcoffee.com/shop--pay-online.html,London,London,ON
Craft Coffee House,"6612 Campbell Blvd, Lockport, NY 14094",https://www.craftcoffeehousewny.com/,https://www.craftcoffeehousewny.com/shop-now,Rochester,Rochester,NY
Crave Coffee Brantford,"325-a King George Rd, Brantford, ON N3R 5L9",https://cravecoffee.ca/,https://cravecoffee.ca/collections/coffee-beans,London,London,ON
Creative Coffees Roastery,"2000 Fortune Dr, Winchester, KY 40391",http://www.creativecoffees.com/,https://www.creativecoffees.com/shop/,Louisville,Louisville,KY
Creature Coffee Catering,"2500 S Hwy 183 Bldg 2, Unit 240, Austin, TX 78744",https://creaturecoffee.co/,https://creaturecoffee.co/collections/coffee,Austin,austin,TX
