Name,Address,Website,source_city,sub_city,state,reason
Sweet Bella @ The MATT,"144 W Main St, Waterbury, CT 06702",https://mattmuseum.org/cafe,New haven,waterbury,CT,no_store_page
The Bean Coffee Roaster’s,"118 S Main St, Cheshire, CT 06410",http://ctcoffeeroasters.com/,New haven,waterbury,CT,no_shop
Espresso North America,"224 Main St, Oakville, CT 06779",https://espressonorthamerica.com/,New haven,waterbury,CT,no_shop
Royal Oak Coffee,"30 Seymour St, Middlebury, VT 05753",http://royaloakcoffee.com/,New haven,waterbury,CT,no_store_page
"Black Cap Coffee & Bakery lunch, pastries, sandwiches, lattes, coffee","Waterbury / Stowe, Train Station AMTRAK, 1 Rotarian Pl, Waterbury, VT 05676",https://blackcapvermont.com/,New haven,waterbury,CT,no_store_page
Noochie's Deli and Cafe',"72 America St, Waterbury, CT 06708",https://www.noochiesdeli.com/,New haven,waterbury,CT,no_shop
Coffeeology Street Cafe,"Gillette road, New Hartford, CT 06057",http://www.coffeeologystreetcafe.com/,New haven,waterbury,CT,no_shop
Grace's Place and the Rino Stage,"1237 E Main St, Meriden, CT 06450",https://gracesplacect.net/,New haven,meriden,CT,no_coffee_keywords
Huxley’s Bookmark Cafe,"1376 E Main St, Meriden, CT 06450",https://huxleyscafe.net/,New haven,meriden,CT,no_shop
Meriden Nutrition,"46 Broad St, Meriden, CT 06450",https://usabizlink.top/details/meriden-nutrition-ChIJgZP,New haven,meriden,CT,no_coffee_keywords
Cafe Luca Belle,"167 Center St, Wallingford, CT 06492",http://cafelucabelle.com/,New haven,meriden,CT,no_shop
Marianna's Belltop Bakery,"212 W Main St, Meriden, CT 06451",http://www.mariannasbelltopbakery.com/,New haven,meriden,CT,no_shop
Coffee Haven West,"535 Campbell Ave, West Haven, CT 06516",http://www.coffeehavenwest.com/,New haven,west haven,CT,no_shop
Walnut Beach Coffee House,"59 Naugatuck Ave, Milford, CT 06460",https://www.walnutbeachcoffee.com/,New haven,milford,CT,no_shop
CappuGino's Coffee and Shakes,"10 Commerce Park, Milford, CT 06460",https://cappuginoscoffee.com/,New haven,milford,CT,no_store_page
Cafe Atlantique,"33 River St, Milford, CT 06460",http://www.cafeatlantiquemilford.com/,New haven,milford,CT,no_shop
Blooming Hearts Roastery & Cafe,"206 E Main St Unit 9, Milford, MA 01757",https://bloomingheartsroastery.com/,New haven,milford,CT,scrape_failed
Boba Lounge Bubble Tea,"16 Daniel St, Milford, CT 06460",https://boba-lounge.com/,New haven,milford,CT,no_shop
Kickstart Cafe,"462 Howe Ave, Shelton, CT 06484",http://kickstartcafe.co/,New haven,milford,CT,no_shop
Seeley's Deli,"554 Boston Post Rd, Milford, CT 06460",http://seeleysdeli.org/,New haven,milford,CT,no_shop
Bean Bean,"381 Boston Post Rd, Guilford, CT 06437",https://thebeanbean.square.site/,New haven,milford,CT,no_store_page
Mike's Italian Deli & Grill,"16 Red Bush Ln, Milford, CT 06461",https://www.mikesitaliandeligrill.com/,New haven,milford,CT,no_store_page
Cedarhurst Cafe,"44 Crown St, New Haven, CT 06510",http://cedarhurstcafenewhaven.com/,New haven,milford,CT,no_store_page
