Name,Address,Website,source_city,sub_city,state,reason
Portland Pie Company,"400 Expedition Dr, Scarborough, ME 04074",https://portlandpie.com/,Portland,scarborough,ME,no_coffee_keywords
Coffee Obsession,"110 Palmer Ave, Falmouth, MA 02540",https://coffeeobsession.com/,Portland,falmouth,ME,no_store_page
REVEL,"267 US-1 Unit 103, Falmouth, ME 04105",http://www.revelmaine.com/,Portland,falmouth,ME,no_store_page
Leavitt & Sons -- Falmouth,"37 Depot Rd, Falmouth, ME 04105",http://www.leavittandsons.com/,Portland,falmouth,ME,no_store_page
Nouria,"264 US-1, Falmouth, ME 04105",https://nouria.com/locations/ME/Falmouth-ME-1085/,Portland,falmouth,ME,no_store_page
Sicilian Table,"261 US-1 Ste 101, Falmouth, ME 04105",http://www.siciliantable.com/,Portland,falmouth,ME,no_coffee_keywords
Red Devil Roast Coffee Company,"204 W Main St STE 102, Fort Kent, ME 04743",https://reddevilroast.com/,Portland,falmouth,ME,no_store_page
Big Mouth Coffee Roasters,"387 Main St, Beacon, NY 12508",http://bigmouth.coffee/,Portland,falmouth,ME,no_store_page
Shaw's,"251 US-1, Falmouth, ME 04105",https://local.shaws.com/me/falmouth/251-us-hwy-1.html,Portland,falmouth,ME,no_coffee_keywords
Rock City Coffee Roasters,"316 Main St, Rockland, ME 04841",http://www.rockcitycoffee.com/,Portland,falmouth,ME,no_coffee_keywords
Ocean State Job Lot,"251 US-1 Apt D211, Falmouth, ME 04105",https://www.oceanstatejoblot.com/flyer,Portland,falmouth,ME,no_coffee_keywords
Foreside Tavern & Side Bar,"270 US-1, Falmouth, ME 04105",http://www.theforesidetavern.com,Portland,falmouth,ME,no_coffee_keywords
Hannaford,"65 Gray Rd, Falmouth, ME 04105",https://stores.hannaford.com/me/falmouth/8222,Portland,falmouth,ME,no_coffee_keywords
Falmouth Ace Hardware,"215 US-1, Falmouth, ME 04105",http://falmouthacehardware.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=15226,Portland,falmouth,ME,no_coffee_keywords
C Salt Gourmet Market,"349 Ocean House Rd, Cape Elizabeth, ME 04107",http://www.csaltgourmetmarket.com/,Portland,cape elizabeth,ME,no_store_page
The Cookie Jar,"554 Shore Rd, Cape Elizabeth, ME 04107",http://www.cookiejarbakers.com/,Portland,cape elizabeth,ME,no_coffee_keywords
Core Shot Coffee Bar,"609 Main St, Gorham, NH 03581",https://www.coreshotcoffeebar.com/,Portland,gorham,ME,no_shop
White Mountain Cafe & Bookstore,"212 Main St, Gorham, NH 03581",https://whitemountaincafe.square.site/#13,Portland,gorham,ME,no_store_page
Wicked Joe Organic Coffees,"35 Canam Dr, Topsham, ME 04086",http://www.wickedjoe.com/,Portland,gorham,ME,no_store_page
Gemini Cafe & Bakery,"96 Main St, Bethel, ME 04217",https://www.thegeminicafe.com/,Portland,gorham,ME,no_store_page
Cumberland Farms,"5 Blue Ledge Rd, Gorham, ME 04038",https://cumberlandfarms.com/stores-directory/me/gorham/5-blue-ledge-rd/005623/,Portland,gorham,ME,no_coffee_keywords
390 Main Street Restaurant,"390 Main St, Gorham, ME 04038",http://www.390mainstreetrestaurant.com/,Portland,gorham,ME,no_coffee_keywords
MK Kitchen,"2 School St, Gorham, ME 04038",http://www.mkkitchen.net/,Portland,gorham,ME,no_coffee_keywords
Rockingham Roasters,"3 Rockingham St, Bellows Falls, VT 05101",https://rockinghamroasters.coffee/,Portland,gorham,ME,no_store_page
Sweet Thai Restaurant,"18 Elm St, Gorham, ME 04038",https://sweetthaimaine.com/,Portland,gorham,ME,no_coffee_keywords
Maine Coast Roast,"441 Main St Ste. 102, Biddeford, ME 04005",https://www.mainecoastroast.com/,Portland,biddeford,ME,no_store_page
Rover Bagel,"10 W Point Ln STE 10-204, Biddeford, ME 04005",http://www.roverbagel.com/,Portland,biddeford,ME,no_store_page
Round Turn Distilling,"32 Main St bldg 13w ste 103, Biddeford, ME 04005",http://roundturndistilling.com/,Portland,biddeford,ME,no_store_page
Elevate Cafe,"155 Saco Ave, Old Orchard Beach, ME 04064",http://www.elevateyogacafe.com/,Portland,biddeford,ME,no_store_page
Reilly's Bakery,"232 Main St, Biddeford, ME 04005",http://www.reillysbakery.com/,Portland,biddeford,ME,no_coffee_keywords
Catface Cafe,"17 Alfred St, Biddeford, ME 04005",http://www.catfacecafemaine.com/,Portland,biddeford,ME,no_shop
Lucky Pigeon Brewing Co.,"40 Main St ste 13-131, Biddeford, ME 04005",https://www.luckypigeonbrewing.com/,Portland,biddeford,ME,no_store_page
Café 64,"35 Old Orchard St, Old Orchard Beach, ME 04064",http://cafe64oob.com/,Portland,biddeford,ME,no_store_page
The Blue,"84 Main St, Kennebunk, ME 04043",https://www.thebluecoffeehouse.com/,Portland,biddeford,ME,no_store_page
Cape Porpoise Kitchen,"1 Mills Rd, Kennebunkport, ME 04046",http://www.capeporpoisekitchen.com/,Portland,biddeford,ME,no_store_page
Fish & Whistle,"299 Main St Suite 104, Biddeford, ME 04005",http://fishandwhistlemaine.com/,Portland,biddeford,ME,no_coffee_keywords
Marden's,"435 Elm St, Biddeford, ME 04005",https://www.mardens.com/,Portland,biddeford,ME,no_shop
Firehouse Subs Biddeford,"580 Alfred St, Biddeford, ME 04005",https://www.firehousesubs.com/,Portland,biddeford,ME,no_coffee_keywords
