Name,Address,Website,source_city,sub_city,state,reason
Filling Station Coffee & Bistro,"1302 N 30th St, Renton, WA 98056",https://www.fillingstationkennydale.com/menu,Seattle,renton,WA,no_coffee_keywords
Refuel Cafe,"401 Olympia Ave NE Ste 102, Renton, WA 98056",https://www.refuel-cafe.com/,Seattle,renton,WA,no_store_page
SLAYER Espresso Machines,"707 Lind Ave SW, Renton, WA 98057",http://www.slayerespresso.com/,Seattle,renton,WA,no_shop
Seattle Barista Academy,"905 Industry Dr, Tukwila, WA 98188",http://www.seattlebaristaacademy.org/,Seattle,renton,WA,no_shop
Stone’s Throw Coffee & Market,"1218 N 45th St, Seattle, WA 98103",http://www.stonesthrowcoffeemarket.com/,Seattle,renton,WA,no_shop
C & P Coffee Company,"5612 California Ave SW, Seattle, WA 98136",http://www.candpcoffee.com/,Seattle,renton,WA,no_coffee_keywords
Doppio Cafe and Creperie,"8296 160th Ave NE #106, Redmond, WA 98052",https://www.doppiocafeandcreperie.com/,Seattle,redmond,WA,no_store_page
SoulFood CoffeeHouse and Fair Trade Emporium,"15748 Redmond Wy, Redmond, WA 98052",http://soulfoodcoffeehouse.com/,Seattle,redmond,WA,no_store_page
The Screaming Parrots Cafe: Desserts + Tea + Bites,"16095 Cleveland St Suite 110, Redmond, WA 98052",http://thescreamingparrots.com/,Seattle,redmond,WA,no_store_page
Rockin’ Roasters,"122 SW 5th St, Redmond, OR 97756",http://rockinroasters.com/,Seattle,redmond,WA,no_shop
Junction Roastery • Social Club,"708 SW Deschutes Ave, Redmond, OR 97756",http://www.junctionroastery.com/,Seattle,redmond,WA,no_shop
Tite Knot Craft Coffee,"706 SW 10th St, Redmond, OR 97756",http://www.titeknot.com/,Seattle,redmond,WA,no_store_page
The Art Of Coffee,"12348 NE 115th Pl, Kirkland, WA 98033",https://artofcoffeeseattle.com/?utm_source=google&utm_medium=local,Seattle,redmond,WA,no_coffee_keywords
Downpour Coffee and Sandwich Bar,"13200 Old Redmond Rd #150, Redmond, WA 98052",http://www.downpourcoffeebar.com/,Seattle,redmond,WA,no_store_page
Cypress Coffee Company,"22310 NE Marketplace Dr # 102, Redmond, WA 98053",http://www.cypresscoffee.co/,Seattle,redmond,WA,no_shop
Ummah Coffee,"17550 NE 67th Ct #207, Redmond, WA 98052",http://ummahcoffee.com/,Seattle,redmond,WA,no_coffee_keywords
Sammamish Point Espresso,"18065 Redmond Wy, Redmond, WA 98052",http://www.samptespresso.com/,Seattle,redmond,WA,no_store_page
Redmond Coffee Company,"3716 SW 21st Pl Suite A, Redmond, OR 97756",http://www.redmondcoffeecompany.com/,Seattle,redmond,WA,no_store_page
Asensio Coffee,"33610 21st Ave SW, Federal Way, WA 98023",http://www.asensiocoffee.com/,Seattle,federal way,WA,no_shop
Coffee Bear Company,"31827 Military Rd S, Auburn, WA 98001",http://thecoffeebearcompany.com/,Seattle,federal way,WA,no_store_page
Whisha Coffee Distributors,"4150 B Pl NW Suite 103, Auburn, WA 98001",https://www.whisha.com/,Seattle,federal way,WA,no_shop
PNW Coffee CO,"110 2nd St SW #130, Auburn, WA 98001",http://www.pnwcoffeeco.com/,Seattle,federal way,WA,no_store_page
Electric Coffee House,"905 Main St, Sumner, WA 98390",http://electriccoffee.co/,Seattle,federal way,WA,no_store_page
Caffe Capri LLC,"33926 9th Ave S, Federal Way, WA 98003",https://www.caffecapri.net/,Seattle,federal way,WA,no_shop
