Name,Address,Website,source_city,sub_city,state,reason
Dawson Trail Coffee Company,"555 Traverse Rd Bldg 6B, Ste Anne, MB R5H 1B5",https://dawsontrailcoffeeco.com/,Winnipeg,brandon,MB,no_store_page
Rooke & Rover Coffee Roasters,"385 Loewen Blvd, Steinbach, MB R5G 0H4",https://www.rookeandrover.co/,Winnipeg,steinbach,MB,no_coffee_keywords
Old Church Bakery,"11 Brandt St Unit B, Steinbach, MB R5G 1Y3",http://oldchurchbakery.com/,Winnipeg,steinbach,MB,no_coffee_keywords
The Public Brewhouse and Gallery,"301 Main St, Steinbach, MB R5G 0R4",https://thepublicbrewhouseandgallery.ca/,Winnipeg,steinbach,MB,no_shop
Oakridge Café,"369 MB-52, Steinbach, MB R5G 2S9",https://oakridgegardencentre.com/cafe/,Winnipeg,steinbach,MB,no_store_page
Main Bread & Butter Company,"253 Main St, Steinbach, MB R5G 0E3",https://www.mainbreadandbutter.ca/,Winnipeg,steinbach,MB,no_store_page
MJ's Kafé,"408 Main St, Steinbach, MB R1A 1V1",http://www.mjskafe.ca/,Winnipeg,steinbach,MB,no_coffee_keywords
N-JOY Café,"226-C Manitoba Ave, Selkirk, MB R1A 0Y5",http://www.n-joycafe.com/,Winnipeg,steinbach,MB,no_store_page
Clearspring Centre,"178 Provincial Trunk Hwy 12, Steinbach, MB R5G 1T6",http://clearspringcentre.com/,Winnipeg,steinbach,MB,no_store_page
"Three and Tea - Tea Boutique, new location","357 Main St, Selkirk, MB R1A 1T5",http://www.threeandtea.com/,Winnipeg,selkirk,MB,no_store_page
Lift Coffee & Tea,"777 Cedar Ave, Oakbank, MB R5N 0J9",http://www.liftcoffeetea.ca/,Winnipeg,selkirk,MB,no_shop
Roxi's Uptown Cafe,"219 Manitoba Ave, Selkirk, MB R1A 0Y4",https://roxisuptowncafe.shop/,Winnipeg,selkirk,MB,no_shop
The Water Shop,"272 Main St, Selkirk, MB R1A 0N3",http://thewatershopselkirk.ca/,Winnipeg,selkirk,MB,no_coffee_keywords
Cursed Coffee,"125 Shilo Rd, Shilo, MB R0K 2A0",http://cursedcoffeeco.com/,Winnipeg,selkirk,MB,no_store_page
Rosé Coffee & Wine,"474 Main St unit b, Winnipeg, MB R3B 1B6",http://rosecoffeeandwine.ca/,Winnipeg,selkirk,MB,no_shop
GME Thrift Emporium,"2380 Sissons Dr, Portage la Prairie, MB R1N 3V7",http://www.gmethrift.com/,Winnipeg,portage la prairie,MB,no_shop
Joe Black Coffee & Bar,"2037 Portage Ave, Winnipeg, MB R3J 0K6",https://joeblackcoffeebar.wixsite.com/main,Winnipeg,portage la prairie,MB,no_shop
Whitecap Coffee,"363 Stephen St, Morden, MB R6M 1V1",https://drinkwhitecap.com/,Winnipeg,morden,MB,no_shop
Buttercup Cafe,"21067 Rd 14 N, Winkler, MB R6P 0J1",https://buttercupcafe.ca/,Winnipeg,winkler,MB,no_shop
Minas Café & Eatery,"1027 Mountain Ave, Winkler, MB R6W 1R2",http://www.minascafe1027.com/,Winnipeg,winkler,MB,no_store_page
Heritage Farms Brewing Co.,"400 Memorial Dr, Winkler, MB R6W 0M7",https://heritagefarmsbrewing.com/,Winnipeg,winkler,MB,no_store_page
